,Round,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td %,Td %,Sub. att,Rev.,Ctrl,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,URL
3,2,Kevin Borjas,0,27 of 74,36%,27 of 74,0 of 1,0%,0,0,0:00,27 of 74,23 of 68,3 of 4,1 of 2,27 of 74,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
4,3,Joshua Van,0,59 of 114,51%,68 of 125,2 of 4,50%,0,0,1:02,59 of 114,37 of 90,17 of 19,5 of 5,59 of 114,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
5,3,Kevin Borjas,0,25 of 65,38%,27 of 67,0 of 1,0%,0,1,0:08,25 of 65,17 of 57,5 of 5,3 of 3,23 of 62,1 of 1,1 of 2,http://www.ufcstats.com/fight-details/8a0fc4624578a7e4
0,1,Dennis Buzukja,0,3 of 7,42%,3 of 7,0 of 0,---,0,0,0:00,3 of 7,0 of 4,1 of 1,2 of 2,3 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/1cf69de0eea46877
1,1,Jamall Emmers,1,14 of 20,70%,14 of 20,0 of 0,---,0,0,0:03,14 of 20,8 of 12,2 of 4,4 of 4,10 of 14,0 of 0,4 of 6,http://www.ufcstats.com/fight-details/1cf69de0eea46877
0,1,Jailton Almeida,0,11 of 15,73%,16 of 21,1 of 2,50%,2,0,4:36,11 of 15,8 of 12,3 of 3,0 of 0,3 of 3,0 of 0,8 of 12,http://www.ufcstats.com/fight-details/ac37849f627a79c4
1,1,Derrick Lewis,0,6 of 11,54%,7 of 14,0 of 0,---,0,0,0:00,6 of 11,4 of 7,2 of 4,0 of 0,0 of 1,0 of 0,6 of 10,http://www.ufcstats.com/fight-details/ac37849f627a79c4
2,2,Jailton Almeida,0,6 of 8,75%,16 of 18,1 of 1,100%,2,0,4:19,6 of 8,6 of 7,0 of 0,0 of 1,0 of 1,0 of 0,6 of 7,http://www.ufcstats.com/fight-details/ac37849f627a79c4
3,2,Derrick Lewis,0,1 of 2,50%,3 of 6,0 of 0,---,0,0,0:00,1 of 2,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ac37849f627a79c4
4,3,Jailton Almeida,0,19 of 29,65%,33 of 45,1 of 3,33%,0,1,3:57,19 of 29,18 of 28,1 of 1,0 of 0,0 of 0,3 of 8,16 of 21,http://www.ufcstats.com/fight-details/ac37849f627a79c4
5,3,Derrick Lewis,0,5 of 15,33%,6 of 17,0 of 1,0%,0,0,0:33,5 of 15,4 of 13,1 of 2,0 of 0,0 of 3,0 of 0,5 of 12,http://www.ufcstats.com/fight-details/ac37849f627a79c4
6,4,Jailton Almeida,0,2 of 2,100%,28 of 37,1 of 2,50%,0,0,4:23,2 of 2,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ac37849f627a79c4
7,4,Derrick Lewis,0,2 of 2,100%,6 of 8,0 of 0,---,0,0,0:00,2 of 2,2 of 2,0 of 0,0 of 0,1 of 1,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/ac37849f627a79c4
8,5,Jailton Almeida,0,0 of 2,0%,27 of 32,2 of 7,28%,0,0,3:55,0 of 2,0 of 1,0 of 0,0 of 1,0 of 1,0 of 0,0 of 1,http://www.ufcstats.com/fight-details/ac37849f627a79c4
9,5,Derrick Lewis,0,6 of 9,66%,6 of 9,0 of 1,0%,0,0,0:24,6 of 9,6 of 9,0 of 0,0 of 0,0 of 3,1 of 1,5 of 5,http://www.ufcstats.com/fight-details/ac37849f627a79c4
0,1,Gabriel Bonfim,0,30 of 60,50%,35 of 68,1 of 1,100%,0,0,2:32,30 of 60,18 of 47,3 of 3,9 of 10,26 of 48,0 of 1,4 of 11,http://www.ufcstats.com/fight-details/3a81276a9641c6a1
1,1,Nicolas Dalby,0,16 of 47,34%,22 of 55,0 of 1,0%,0,0,0:21,16 of 47,11 of 41,1 of 1,4 of 5,15 of 45,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/3a81276a9641c6a1
2,2,Gabriel Bonfim,0,9 of 31,29%,12 of 35,2 of 4,50%,1,0,1:47,9 of 31,9 of 30,0 of 1,0 of 0,6 of 23,3 of 8,0 of 0,http://www.ufcstats.com/fight-details/3a81276a9641c6a1
3,2,Nicolas Dalby,1,37 of 66,56%,42 of 73,0 of 0,---,0,0,1:06,37 of 66,30 of 55,6 of 10,1 of 1,10 of 31,24 of 31,3 of 4,http://www.ufcstats.com/fight-details/3a81276a9641c6a1
0,1,Rodrigo Nascimento,0,33 of 69,47%,41 of 79,0 of 2,0%,0,0,0:33,33 of 69,28 of 64,2 of 2,3 of 3,30 of 61,3 of 8,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
1,1,Don'Tale Mayes,0,28 of 60,46%,35 of 71,0 of 0,---,0,0,0:21,28 of 60,14 of 36,10 of 18,4 of 6,21 of 50,7 of 10,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
2,2,Rodrigo Nascimento,0,20 of 40,50%,30 of 53,0 of 1,0%,0,0,1:48,20 of 40,13 of 33,3 of 3,4 of 4,15 of 33,5 of 7,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
3,2,Don'Tale Mayes,0,23 of 50,46%,36 of 64,0 of 0,---,0,0,0:00,23 of 50,13 of 36,9 of 13,1 of 1,12 of 37,11 of 13,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
4,3,Rodrigo Nascimento,0,17 of 45,37%,20 of 48,0 of 0,---,0,0,0:00,17 of 45,10 of 35,4 of 6,3 of 4,13 of 40,4 of 5,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
5,3,Don'Tale Mayes,0,28 of 49,57%,34 of 55,0 of 1,0%,0,0,0:18,28 of 49,12 of 31,11 of 13,5 of 5,22 of 41,6 of 8,0 of 0,http://www.ufcstats.com/fight-details/119bc264e2bb9877
0,1,Caio Borralho,0,11 of 25,44%,11 of 25,0 of 1,0%,0,0,0:00,11 of 25,5 of 15,1 of 1,5 of 9,11 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7d474fbf31894108
1,1,Abus Magomedov,0,7 of 33,21%,7 of 33,0 of 0,---,0,0,0:00,7 of 33,5 of 24,1 of 4,1 of 5,7 of 33,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7d474fbf31894108
2,2,Caio Borralho,0,21 of 42,50%,21 of 42,0 of 0,---,0,0,0:00,21 of 42,13 of 29,6 of 8,2 of 5,21 of 42,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7d474fbf31894108
3,2,Abus Magomedov,0,20 of 49,40%,20 of 49,0 of 0,---,0,0,0:00,20 of 49,8 of 33,9 of 13,3 of 3,20 of 49,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7d474fbf31894108
4,3,Caio Borralho,1,19 of 36,52%,38 of 59,0 of 0,---,0,0,2:17,19 of 36,15 of 29,4 of 6,0 of 1,18 of 35,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/7d474fbf31894108
5,3,Abus Magomedov,0,11 of 25,44%,12 of 28,0 of 0,---,0,0,0:00,11 of 25,6 of 17,4 of 7,1 of 1,11 of 25,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7d474fbf31894108
0,1,Elves Brener,1,16 of 33,48%,16 of 33,0 of 0,---,0,0,0:03,16 of 33,6 of 20,2 of 3,8 of 10,16 of 33,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ff8f92cf8fb1b76c
1,1,Kaynan Kruschewsky,0,8 of 31,25%,8 of 31,0 of 0,---,0,0,0:00,8 of 31,6 of 25,2 of 6,0 of 0,8 of 31,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ff8f92cf8fb1b76c
0,1,Rinat Fakhretdinov,1,37 of 61,60%,47 of 75,0 of 0,---,0,0,2:43,37 of 61,17 of 40,5 of 6,15 of 15,21 of 39,1 of 1,15 of 21,http://www.ufcstats.com/fight-details/b5ea6535748edbce
1,1,Elizeu Zaleski dos Santos,0,10 of 34,29%,14 of 39,0 of 0,---,0,0,0:00,10 of 34,5 of 25,2 of 5,3 of 4,10 of 34,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/b5ea6535748edbce
2,2,Rinat Fakhretdinov,0,27 of 73,36%,32 of 78,1 of 4,25%,0,0,1:13,27 of 73,15 of 57,3 of 7,9 of 9,24 of 70,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/b5ea6535748edbce
3,2,Elizeu Zaleski dos Santos,0,22 of 50,44%,25 of 53,0 of 0,---,0,0,0:00,22 of 50,12 of 38,6 of 8,4 of 4,19 of 46,0 of 1,3 of 3,http://www.ufcstats.com/fight-details/b5ea6535748edbce
4,3,Rinat Fakhretdinov,0,23 of 52,44%,30 of 63,0 of 5,0%,0,1,0:29,23 of 52,18 of 47,3 of 3,2 of 2,20 of 47,3 of 4,0 of 1,http://www.ufcstats.com/fight-details/b5ea6535748edbce
5,3,Elizeu Zaleski dos Santos,0,43 of 68,63%,76 of 119,0 of 1,0%,1,0,1:24,43 of 68,30 of 50,9 of 13,4 of 5,28 of 49,2 of 2,13 of 17,http://www.ufcstats.com/fight-details/b5ea6535748edbce
0,1,Vitor Petrino,0,6 of 21,28%,12 of 29,1 of 2,50%,0,0,2:18,6 of 21,4 of 18,2 of 3,0 of 0,5 of 16,0 of 0,1 of 5,http://www.ufcstats.com/fight-details/6532b71560ae39e0
1,1,Modestas Bukauskas,0,5 of 12,41%,8 of 16,0 of 0,---,0,0,0:00,5 of 12,1 of 7,0 of 0,4 of 5,5 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6532b71560ae39e0
2,2,Vitor Petrino,1,2 of 5,40%,2 of 5,0 of 0,---,0,0,0:00,2 of 5,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6532b71560ae39e0
3,2,Modestas Bukauskas,0,4 of 7,57%,4 of 7,0 of 0,---,0,0,0:00,4 of 7,4 of 7,0 of 0,0 of 0,4 of 7,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/6532b71560ae39e0
0,1,Angela Hill,0,16 of 26,61%,23 of 36,1 of 2,50%,0,1,2:42,16 of 26,7 of 16,9 of 10,0 of 0,5 of 9,9 of 13,2 of 4,http://www.ufcstats.com/fight-details/7df5998eca143c04
1,1,Denise Gomes,0,23 of 32,71%,48 of 70,1 of 3,33%,0,0,1:01,23 of 32,12 of 19,9 of 11,2 of 2,9 of 13,13 of 18,1 of 1,http://www.ufcstats.com/fight-details/7df5998eca143c04
2,2,Angela Hill,0,37 of 53,69%,42 of 62,1 of 3,33%,0,0,1:23,37 of 53,17 of 32,18 of 19,2 of 2,25 of 36,12 of 17,0 of 0,http://www.ufcstats.com/fight-details/7df5998eca143c04
3,2,Denise Gomes,0,33 of 71,46%,46 of 86,0 of 0,---,0,0,0:00,33 of 71,14 of 47,13 of 17,6 of 7,21 of 58,12 of 13,0 of 0,http://www.ufcstats.com/fight-details/7df5998eca143c04
4,3,Angela Hill,0,23 of 41,56%,31 of 55,3 of 4,75%,0,0,3:58,23 of 41,13 of 28,10 of 13,0 of 0,10 of 23,12 of 14,1 of 4,http://www.ufcstats.com/fight-details/7df5998eca143c04
5,3,Denise Gomes,0,6 of 30,20%,17 of 47,0 of 0,---,0,1,0:02,6 of 30,3 of 25,3 of 5,0 of 0,4 of 26,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/7df5998eca143c04
0,1,Eduarda Moura,0,32 of 40,80%,70 of 92,2 of 2,100%,0,0,4:23,32 of 40,32 of 40,0 of 0,0 of 0,1 of 5,0 of 0,31 of 35,http://www.ufcstats.com/fight-details/9e2bb8d5961b44d4
1,1,Montserrat Conejo Ruiz,0,3 of 12,25%,7 of 18,0 of 0,---,0,0,0:02,3 of 12,0 of 9,0 of 0,3 of 3,3 of 12,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9e2bb8d5961b44d4
2,2,Eduarda Moura,0,25 of 37,67%,32 of 47,1 of 1,100%,0,0,1:34,25 of 37,23 of 35,2 of 2,0 of 0,4 of 7,1 of 1,20 of 29,http://www.ufcstats.com/fight-details/9e2bb8d5961b44d4
3,2,Montserrat Conejo Ruiz,0,2 of 10,20%,2 of 11,0 of 0,---,0,0,0:00,2 of 10,0 of 6,0 of 2,2 of 2,2 of 10,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/9e2bb8d5961b44d4
0,1,Kaue Fernandes,0,6 of 13,46%,17 of 25,1 of 1,100%,0,0,1:00,6 of 13,2 of 6,2 of 5,2 of 2,5 of 11,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/3c69bed42893da75
1,1,Marc Diakiese,0,4 of 10,40%,14 of 21,1 of 1,100%,0,1,2:33,4 of 10,3 of 7,1 of 3,0 of 0,1 of 5,0 of 0,3 of 5,http://www.ufcstats.com/fight-details/3c69bed42893da75
2,2,Kaue Fernandes,0,10 of 19,52%,20 of 31,0 of 0,---,0,0,0:08,10 of 19,2 of 9,5 of 7,3 of 3,9 of 18,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/3c69bed42893da75
3,2,Marc Diakiese,0,4 of 12,33%,16 of 29,1 of 4,25%,0,0,2:50,4 of 12,4 of 10,0 of 1,0 of 1,3 of 9,1 of 3,0 of 0,http://www.ufcstats.com/fight-details/3c69bed42893da75
4,3,Kaue Fernandes,0,7 of 10,70%,30 of 36,0 of 0,---,0,0,0:19,7 of 10,2 of 5,1 of 1,4 of 4,7 of 9,0 of 1,0 of 0,http://www.ufcstats.com/fight-details/3c69bed42893da75
5,3,Marc Diakiese,0,5 of 10,50%,35 of 42,1 of 3,33%,0,0,3:15,5 of 10,4 of 9,1 of 1,0 of 0,3 of 4,1 of 1,1 of 5,http://www.ufcstats.com/fight-details/3c69bed42893da75
0,1,Islam Makhachev,1,24 of 29,82%,39 of 46,0 of 1,0%,0,0,0:19,24 of 29,13 of 16,9 of 11,2 of 2,7 of 11,8 of 9,9 of 9,http://www.ufcstats.com/fight-details/0ea435ddf02deb60
1,1,Alexander Volkanovski,0,4 of 6,66%,11 of 18,0 of 0,---,0,0,0:49,4 of 6,0 of 1,1 of 1,3 of 4,3 of 5,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/0ea435ddf02deb60
0,1,Kamaru Usman,0,3 of 3,100%,5 of 7,0 of 0,---,0,0,0:04,3 of 3,2 of 2,1 of 1,0 of 0,1 of 1,1 of 1,1 of 1,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
1,1,Khamzat Chimaev,0,16 of 17,94%,61 of 66,2 of 7,28%,1,0,4:35,16 of 17,15 of 16,1 of 1,0 of 0,1 of 1,0 of 0,15 of 16,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
2,2,Kamaru Usman,0,11 of 18,61%,12 of 19,0 of 0,---,0,0,0:00,11 of 18,5 of 9,3 of 5,3 of 4,11 of 18,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
3,2,Khamzat Chimaev,0,9 of 20,45%,12 of 23,1 of 1,100%,0,0,0:41,9 of 20,3 of 10,2 of 6,4 of 4,9 of 20,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
4,3,Kamaru Usman,0,22 of 45,48%,41 of 66,0 of 1,0%,0,0,0:00,22 of 45,20 of 41,2 of 4,0 of 0,21 of 44,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
5,3,Khamzat Chimaev,0,13 of 33,39%,34 of 54,1 of 4,25%,0,0,2:00,13 of 33,9 of 27,0 of 2,4 of 4,12 of 32,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/f23e9729b2b73c27
0,1,Magomed Ankalaev,0,13 of 19,68%,16 of 23,1 of 1,100%,0,0,1:06,13 of 19,7 of 13,3 of 3,3 of 3,7 of 11,1 of 1,5 of 7,http://www.ufcstats.com/fight-details/821960adf5bfa15c
1,1,Johnny Walker,0,14 of 27,51%,17 of 30,0 of 0,---,0,0,0:00,14 of 27,4 of 15,1 of 2,9 of 10,14 of 27,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/821960adf5bfa15c
0,1,Ikram Aliskerov,1,26 of 36,72%,26 of 36,0 of 0,---,0,0,0:00,26 of 36,20 of 29,6 of 6,0 of 1,26 of 36,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7024385b5107bd4b
1,1,Warlley Alves,0,12 of 16,75%,12 of 16,0 of 0,---,0,0,0:00,12 of 16,3 of 6,1 of 1,8 of 9,12 of 16,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/7024385b5107bd4b
0,1,Said Nurmagomedov,0,5 of 11,45%,5 of 11,0 of 0,---,1,0,0:03,5 of 11,2 of 7,2 of 2,1 of 2,5 of 11,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ed3334d108b257a6
1,1,Muin Gafurov,0,1 of 3,33%,1 of 3,0 of 1,0%,0,0,0:07,1 of 3,0 of 2,0 of 0,1 of 1,1 of 3,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/ed3334d108b257a6
0,1,Tim Elliott,0,20 of 31,64%,34 of 46,1 of 1,100%,0,0,1:40,20 of 31,10 of 19,9 of 11,1 of 1,14 of 25,4 of 4,2 of 2,http://www.ufcstats.com/fight-details/e9256316716499b8
1,1,Muhammad Mokaev,0,10 of 28,35%,40 of 58,1 of 3,33%,0,0,1:36,10 of 28,4 of 16,3 of 8,3 of 4,9 of 27,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/e9256316716499b8
2,2,Tim Elliott,0,6 of 6,100%,33 of 35,0 of 0,---,2,0,0:00,6 of 6,6 of 6,0 of 0,0 of 0,0 of 0,0 of 0,6 of 6,http://www.ufcstats.com/fight-details/e9256316716499b8
3,2,Muhammad Mokaev,0,3 of 3,100%,60 of 65,1 of 1,100%,0,0,4:56,3 of 3,3 of 3,0 of 0,0 of 0,0 of 0,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/e9256316716499b8
4,3,Tim Elliott,0,4 of 6,66%,4 of 6,0 of 0,---,0,0,0:43,4 of 6,3 of 5,1 of 1,0 of 0,0 of 2,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/e9256316716499b8
5,3,Muhammad Mokaev,0,1 of 2,50%,18 of 23,1 of 2,50%,1,0,1:52,1 of 2,1 of 2,0 of 0,0 of 0,1 of 2,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/e9256316716499b8
0,1,Mohammad Yahya,0,8 of 13,61%,12 of 17,1 of 1,100%,1,0,0:18,8 of 13,5 of 10,2 of 2,1 of 1,8 of 13,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
1,1,Trevor Peek,0,16 of 25,64%,25 of 34,1 of 3,33%,0,0,2:13,16 of 25,6 of 13,4 of 6,6 of 6,13 of 20,1 of 3,2 of 2,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
2,2,Mohammad Yahya,0,21 of 46,45%,21 of 46,0 of 0,---,0,0,0:00,21 of 46,16 of 35,5 of 11,0 of 0,20 of 45,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
3,2,Trevor Peek,0,23 of 39,58%,23 of 39,0 of 0,---,0,0,0:13,23 of 39,12 of 26,6 of 8,5 of 5,21 of 36,2 of 3,0 of 0,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
4,3,Mohammad Yahya,0,14 of 33,42%,14 of 33,0 of 0,---,0,0,0:06,14 of 33,7 of 25,7 of 8,0 of 0,13 of 32,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
5,3,Trevor Peek,0,22 of 33,66%,35 of 50,3 of 4,75%,0,0,2:44,22 of 33,14 of 22,6 of 9,2 of 2,16 of 27,3 of 3,3 of 3,http://www.ufcstats.com/fight-details/3c6fb6bf9b7afd40
0,1,Javid Basharat,0,29 of 42,69%,32 of 45,1 of 4,25%,0,0,0:29,29 of 42,8 of 21,8 of 8,13 of 13,25 of 38,4 of 4,0 of 0,http://www.ufcstats.com/fight-details/0d1af8c6a5793185
1,1,Victor Henry,0,25 of 36,69%,30 of 41,0 of 1,0%,0,0,0:14,25 of 36,3 of 10,6 of 6,16 of 20,23 of 34,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/0d1af8c6a5793185
2,2,Javid Basharat,0,1 of 1,100%,1 of 1,0 of 0,---,0,0,0:00,1 of 1,0 of 0,0 of 0,1 of 1,1 of 1,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0d1af8c6a5793185
3,2,Victor Henry,0,0 of 0,---,0 of 0,0 of 0,---,0,0,0:00,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/0d1af8c6a5793185
0,1,Abu Azaitar,0,5 of 9,55%,50 of 55,1 of 1,100%,0,0,0:09,5 of 9,4 of 8,0 of 0,1 of 1,2 of 3,0 of 2,3 of 4,http://www.ufcstats.com/fight-details/43de9ff6064361e1
1,1,Sedriques Dumas,0,5 of 7,71%,43 of 45,1 of 1,100%,0,0,4:10,5 of 7,2 of 4,1 of 1,2 of 2,2 of 4,0 of 0,3 of 3,http://www.ufcstats.com/fight-details/43de9ff6064361e1
2,2,Abu Azaitar,0,20 of 50,40%,21 of 51,1 of 2,50%,0,0,0:23,20 of 50,13 of 39,4 of 7,3 of 4,14 of 42,2 of 2,4 of 6,http://www.ufcstats.com/fight-details/43de9ff6064361e1
3,2,Sedriques Dumas,0,14 of 29,48%,14 of 29,0 of 0,---,0,0,0:00,14 of 29,3 of 16,2 of 2,9 of 11,14 of 29,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/43de9ff6064361e1
4,3,Abu Azaitar,0,16 of 47,34%,16 of 47,0 of 1,0%,0,0,0:00,16 of 47,4 of 31,9 of 11,3 of 5,15 of 45,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/43de9ff6064361e1
5,3,Sedriques Dumas,0,15 of 43,34%,15 of 43,0 of 1,0%,0,0,0:00,15 of 43,6 of 25,2 of 8,7 of 10,15 of 43,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/43de9ff6064361e1
0,1,Mike Breeden,0,29 of 51,56%,29 of 51,0 of 1,0%,0,0,0:00,29 of 51,21 of 41,4 of 5,4 of 5,28 of 50,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/75c5f923f966b53b
1,1,Anshul Jubli,0,44 of 88,50%,44 of 88,0 of 0,---,0,0,0:00,44 of 88,23 of 62,14 of 19,7 of 7,40 of 81,4 of 7,0 of 0,http://www.ufcstats.com/fight-details/75c5f923f966b53b
2,2,Mike Breeden,0,29 of 68,42%,31 of 72,0 of 0,---,0,0,0:01,29 of 68,23 of 61,4 of 5,2 of 2,28 of 67,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/75c5f923f966b53b
3,2,Anshul Jubli,0,48 of 84,57%,49 of 85,0 of 2,0%,0,0,0:05,48 of 84,33 of 66,11 of 14,4 of 4,46 of 78,2 of 6,0 of 0,http://www.ufcstats.com/fight-details/75c5f923f966b53b
4,3,Mike Breeden,1,34 of 58,58%,34 of 58,0 of 0,---,0,0,0:00,34 of 58,31 of 55,3 of 3,0 of 0,33 of 57,0 of 0,1 of 1,http://www.ufcstats.com/fight-details/75c5f923f966b53b
5,3,Anshul Jubli,0,11 of 22,50%,11 of 22,0 of 3,0%,0,0,0:00,11 of 22,7 of 17,2 of 3,2 of 2,11 of 22,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/75c5f923f966b53b
0,1,Nathaniel Wood,0,10 of 17,58%,17 of 26,1 of 2,50%,0,0,0:45,10 of 17,4 of 10,1 of 2,5 of 5,8 of 15,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/b84c447bb74febe2
1,1,Muhammad Naimov,0,18 of 28,64%,49 of 64,1 of 3,33%,0,1,2:37,18 of 28,13 of 21,3 of 4,2 of 3,6 of 11,5 of 5,7 of 12,http://www.ufcstats.com/fight-details/b84c447bb74febe2
2,2,Nathaniel Wood,0,1 of 1,100%,6 of 6,1 of 3,33%,0,0,1:32,1 of 1,1 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/b84c447bb74febe2
3,2,Muhammad Naimov,0,11 of 13,84%,30 of 34,2 of 3,66%,0,0,2:59,11 of 13,4 of 6,4 of 4,3 of 3,1 of 1,4 of 5,6 of 7,http://www.ufcstats.com/fight-details/b84c447bb74febe2
4,3,Nathaniel Wood,0,39 of 54,72%,47 of 62,0 of 2,0%,0,0,0:27,39 of 54,32 of 46,5 of 5,2 of 3,28 of 41,2 of 3,9 of 10,http://www.ufcstats.com/fight-details/b84c447bb74febe2
5,3,Muhammad Naimov,0,19 of 40,47%,21 of 42,1 of 3,33%,0,0,1:06,19 of 40,14 of 33,3 of 5,2 of 2,17 of 36,2 of 4,0 of 0,http://www.ufcstats.com/fight-details/b84c447bb74febe2
0,1,Viktoriia Dudakova,1,30 of 53,56%,31 of 54,0 of 3,0%,0,0,0:18,30 of 53,19 of 40,10 of 12,1 of 1,22 of 44,8 of 9,0 of 0,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
1,1,Jinh Yu Frey,0,16 of 46,34%,16 of 46,0 of 0,---,0,0,0:00,16 of 46,9 of 37,5 of 7,2 of 2,15 of 44,1 of 2,0 of 0,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
2,2,Viktoriia Dudakova,0,11 of 23,47%,37 of 51,0 of 0,---,0,0,0:00,11 of 23,6 of 16,5 of 7,0 of 0,8 of 20,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
3,2,Jinh Yu Frey,0,11 of 22,50%,28 of 40,1 of 1,100%,0,0,3:48,11 of 22,8 of 17,0 of 2,3 of 3,4 of 14,0 of 0,7 of 8,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
4,3,Viktoriia Dudakova,0,33 of 70,47%,41 of 78,0 of 0,---,0,0,0:00,33 of 70,22 of 59,11 of 11,0 of 0,30 of 67,3 of 3,0 of 0,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
5,3,Jinh Yu Frey,0,20 of 33,60%,21 of 35,0 of 2,0%,0,0,0:52,20 of 33,14 of 26,3 of 4,3 of 3,18 of 31,2 of 2,0 of 0,http://www.ufcstats.com/fight-details/18e5af00a8478a0e
0,1,Shara Magomedov,0,46 of 66,69%,46 of 66,0 of 0,---,0,0,0:00,46 of 66,16 of 31,10 of 12,20 of 23,46 of 66,0 of 0,0 of 0,http://www.ufcstats.com/fight-details/539732694ab2c8d6
1,1,Bruno Silva,0,28 of 42,66%,28 of 42,0 of 1,0%,0,0,0:00,28 of 42,20 of 33,3 of 4,5 of 5,27 of 41,1 of 1,0 of 0,http://www.ufcstats.com/fight-details/539732694ab2c8d6
2,2,Shara Magomedov,0,43 of 58,74%,82 of 101,0 of 0,---,0,0,0:00,43 of 58,21 of 36,9 of 9,13 of 13,24 of 35,7 of 9,12 of 14,http://www.ufcstats.com/fight-details/539732694ab2c8d6
3,2,Bruno Silva,0,26 of 36,72%,44 of 56,1 of 2,50%,0,0,2:25,26 of 36,20 of 30,3 of 3,3 of 3,8 of 15,3 of 3,15 of 18,http://www.ufcstats.com/fight-details/539732694ab2c8d6
4,3,Shara Magomedov,0,24 of 30,80%,94 of 107,0 of 0,---,0,0,0:00,24 of 30,19 of 25,3 of 3,2 of 2,4 of 5,8 of 12,12 of 13,http://www.ufcstats.com/fight-details/539732694ab2c8d6
